,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108
Gene503,1.2350495,1.1281784,-0.566984,0.6787825,2.6102509,2.5798879,-0.405180,-0.079521,-0.902935,1.3493793,-0.745551,-0.811833,-1.354481,0.4383549,-1.418378,-0.474167,1.4943959,-1.457058,0.4449152,-0.982709,-1.086093,1.3800545,-0.496364,-0.500373,0.1195375,0.9527371,-0.532199,0.5770146,-0.788389,-0.771560,-1.241144,-0.174710,0.4709870,0.8280242,-0.696058,-1.435109,-0.341925,0.7244393,0.8440771,-0.647190,0.1117637,1.0702797,-1.540556,0.3389691,2.5559401,0.1887568,-0.466918,-0.179044,0.0348882,0.0379619,-0.774621,0.2283329,0.8771456,-1.622900,-0.616575,-0.601966,0.7109939,1.2459606,0.6503616,1.7928142,2.3930032,0.0265115,-0.728109,-0.468559,-1.555858,0.7268328,-0.148674,-0.125630,1.3511223,0.4285668,-1.205674,-0.223195,0.9754368,-1.150053,0.0398991,-1.103396,-1.687266,-1.020566,0.1828649,1.4494553,0.3858372,0.6365077,0.0371739,-1.088393,0.7278761,-0.298908,0.9269248,-1.231074,0.5456776,-0.550097,0.3448710,-0.567835,-1.264697,-0.076665,0.6741557,-0.749668,-0.643028,-1.562709,0.5063326,-0.828882,-1.985730,1.7669384,-0.514103,-1.102212,-0.145347,1.6505675,1.7767357,-0.040089,0.5254114
Gene504,-1.999788,-0.069579,-1.120486,1.0440760,0.8348107,-0.509090,-0.711962,-1.670465,-0.589998,-1.540099,0.0542026,-1.284982,-1.141203,1.9012498,1.0736059,-1.546739,1.3408625,1.0702611,3.9041889,0.4038996,1.9742194,-1.931271,1.3893995,-0.381440,0.8442376,-0.059421,-1.100700,1.4096805,2.2340721,1.4853520,1.4964416,2.0366776,-1.653040,2.2648006,0.8355003,1.2694481,0.1256438,-2.996812,-1.732464,0.8025421,0.5727977,0.2112386,1.3532364,-1.080497,-1.235660,0.1419274,1.8544300,1.0864120,-0.175637,0.4738667,1.2418631,-0.251562,-0.523740,4.8541305,0.6522400,-1.705173,-0.803026,-0.192447,-0.789344,-1.867076,1.2384361,-0.146330,0.1815243,0.6257807,0.1882823,-1.868253,-0.514979,-0.677136,1.9437255,0.7940844,-1.656325,0.0666080,2.1240798,-0.760987,-0.525873,-0.203152,-0.147245,-0.880740,-0.397895,0.6370842,-1.287856,-0.738426,-2.232030,-0.967437,0.8469340,-0.400401,-0.561674,-0.765760,1.3867322,-0.021646,-0.023599,-0.354090,-0.267833,-0.035574,0.0431878,-0.454914,1.4050415,-1.151698,-1.312231,1.1623010,-0.339016,-0.809905,-0.162815,0.7245886,-0.795776,-1.756801,0.1752501,-1.278829,-1.620003
Gene505,-0.247726,-1.490688,0.1574070,0.2453104,0.3340616,-0.133196,-0.191734,-0.007544,-1.143644,-0.371157,-0.754594,-0.712061,-0.507523,0.5159475,-0.470261,-0.473681,-0.155514,-0.777633,1.7493646,0.3501920,1.3947108,-0.259902,0.1077110,0.6411137,-0.396742,-0.175178,1.0976153,0.4595718,1.0808302,0.0045344,0.6252919,0.7646707,0.0161466,0.2184522,-0.635834,0.8196392,-0.212314,-0.194828,-0.616737,0.0900589,0.1381082,-0.251503,-0.114860,0.0870394,-0.683674,-1.212061,0.4006653,-0.190119,-0.528774,-0.289626,0.6517255,-0.002465,0.1368809,3.8809207,-0.715065,-1.137659,-0.527106,-0.695728,-1.327096,-1.643935,0.2064788,-0.163971,-0.109132,0.2216595,0.4107245,0.6077320,-0.210193,-0.156307,-0.494108,0.2313301,-0.251819,0.1937505,1.2514917,0.1401486,0.2358193,-0.691421,-0.252114,0.0370532,-0.110949,0.5136898,0.1258813,0.1046009,0.4295993,-1.030631,0.4792940,-0.833902,0.2619149,-1.258799,0.1117006,-0.615875,0.6311089,0.2834145,0.0498300,-0.355742,-0.339413,0.6443520,0.2568434,0.1114355,-0.514064,0.3427987,1.1657853,-0.169031,0.1159122,0.8393826,-0.174515,1.5424181,0.1166096,-0.748829,0.0982759
Gene506,2.0516796,-1.280310,0.3394936,0.0782923,0.4864538,1.3487932,0.5515775,-0.711736,1.5399297,2.0797508,-0.526138,-0.339113,1.9030561,-0.033348,-1.993981,1.0392288,-0.355825,-0.494613,-1.829033,-1.060205,-1.144134,1.4885123,-1.511016,-1.284285,-1.278915,-0.066934,0.2009682,-0.483526,-0.426750,-0.910521,-1.401049,-0.279447,1.4069055,1.1462924,0.8539905,0.5031654,-2.297546,2.2565179,0.2600979,-0.491609,1.0315272,0.8200897,-0.359443,0.2235033,0.6131904,-1.771375,-0.697031,0.7352497,0.2576455,0.9047418,0.4031423,-1.146558,0.3988566,1.0066133,-1.092627,0.1660283,-0.144719,0.1634638,-0.197749,0.9316067,0.6876203,0.0030050,-0.021309,0.9834987,-0.642665,1.4682545,-1.705442,0.6148792,-0.594981,0.0558471,-1.400720,-0.263929,-0.559037,0.0541393,-0.722958,-0.210265,-0.034520,0.7166396,0.7687136,0.1954514,0.2701604,0.4266687,0.3441408,-1.041189,1.8890284,-0.704780,-0.011936,-0.449978,-1.068566,0.4403716,-0.028477,-1.344752,0.8448666,0.5991162,0.1176107,-0.570386,-1.410391,-0.133119,1.1718317,-1.161280,0.0625904,1.5567881,-0.586085,-1.094051,-0.811918,1.4770140,-1.205704,1.3953549,0.0540441
Gene507,-0.365497,0.1224926,0.4421251,0.5650649,1.8858417,0.8511960,-0.554172,-1.354449,-0.550475,-0.047883,-0.750796,0.8370407,-1.012614,1.8681566,-1.079208,-0.508001,0.3525614,1.1861674,0.3668409,-0.582358,0.8753219,0.9096337,-0.243305,-0.704020,-0.108950,-0.215883,-1.464674,1.2666312,0.7783878,1.8530898,1.1243201,1.4245009,-0.323103,0.3736366,-0.353157,1.4461585,1.0252721,-0.161968,-0.341074,0.9559309,-0.529427,0.4581237,0.4689909,0.2771263,0.6759889,-1.275713,0.4066367,-0.380398,-1.697208,0.0529818,-0.246093,0.3555698,-0.164418,2.0639162,-0.250686,-0.550909,0.5453073,-1.487863,0.0755118,1.4266767,1.7495714,0.1976382,-0.615184,0.1215685,-0.311067,0.5021880,-0.611238,-0.855276,-0.079856,-0.732618,-0.546001,0.2175020,1.7832524,-1.244450,0.1335414,0.4546647,-2.335790,-0.457341,-0.512265,0.1680580,-0.908651,-0.315116,0.3127709,0.1109039,0.2703887,0.1762400,-0.481513,0.3255526,-1.165600,0.4576900,-1.558293,-0.860503,-1.416725,-0.193422,0.3475750,-1.010513,0.8137281,-0.705566,-0.073783,-0.771135,0.3127957,-0.380840,-0.251795,-0.607670,-0.821941,0.9692103,0.7587817,-0.971379,0.5990371
Gene508,-0.644923,0.3230353,-0.913338,-0.427696,-0.986336,-0.352815,0.5362154,-0.299512,-0.396959,-0.493548,0.3481397,-0.290635,0.9351484,0.2946586,-1.259400,-1.147725,0.8885018,-1.029483,0.0429541,-0.561001,0.7501154,-2.527336,0.0688615,0.2836575,0.8600889,-0.480542,0.8619599,-0.866164,0.8999611,0.6216815,1.5328727,0.2916278,0.2135036,-0.705067,-0.741954,1.6515170,-0.656754,-0.014446,-2.254878,0.3582602,-0.404513,-0.780362,0.2434658,-0.062632,-0.782554,1.7126692,0.6463787,0.6537611,1.4453734,0.2854251,1.1995323,0.4518816,-0.557803,0.4756442,0.4063752,0.7343343,-0.523051,-0.263424,0.3875138,-0.458140,0.3614672,-0.174933,0.1729793,-0.987570,0.8278330,-0.486143,0.8135623,0.6866736,-0.235801,0.7576173,-0.758969,-0.945530,-3.197396,-0.181697,-1.170851,-1.101203,1.2770276,0.6247721,0.2410470,1.6607554,-0.421567,2.4721807,-0.282333,-0.099402,-0.544681,-1.256342,0.5291943,-0.920355,0.5255102,0.7930766,0.0187642,-1.761605,-0.981001,0.8878899,-0.912636,-0.250807,1.6995174,0.2844901,0.8917965,0.8203818,0.3303909,0.0216870,-0.245755,1.6944474,0.9698443,-1.713799,-1.046463,0.6298156,0.1620153
Gene509,-0.848582,0.4626033,-1.131595,-0.659027,-1.676864,-0.523477,1.3723205,0.1123663,-0.735177,-0.581956,-0.218551,0.4246463,-0.919242,-1.149822,0.9113810,-0.739567,1.5660197,1.8788488,-0.169231,0.3604075,-0.488419,-1.029912,-0.564851,0.9142878,-0.890646,-0.185670,0.7452057,0.3401870,1.0454818,0.4583176,1.5583085,-0.376054,-1.145839,-2.105738,0.6792474,-0.303767,0.6325059,-0.949076,0.1444718,-0.741689,1.1658358,-0.170703,0.1747793,-0.840394,-0.674694,-0.130529,1.0397481,0.5446553,-1.398227,-0.312502,0.0295279,0.8366539,1.3900494,-0.205272,-0.603908,-0.603038,-0.957403,-0.177398,0.2762297,1.4784827,-0.062780,-0.596918,-0.324984,0.4735776,0.0715458,-1.522454,1.5020708,-0.440139,0.3688729,-0.027613,-0.946841,0.7582198,-0.911765,0.6333889,0.0374301,2.2656719,1.2909929,-1.787670,0.1536432,-0.613528,2.2168692,-0.837927,-0.154737,1.0016518,0.7606162,-1.447492,-0.076591,0.2859970,0.5111762,0.2904846,-0.226996,0.1602324,-0.336954,0.5118101,-0.022335,0.6222052,-0.516262,-0.273410,0.7886766,0.9035986,-0.971360,0.6957590,0.9173647,0.6082151,-0.305769,-1.042934,0.2939061,-1.137670,0.1274287
Gene510,0.4918287,0.2474325,0.3444975,0.3498288,-0.578487,-1.568729,0.9132172,0.2001671,0.5777657,-0.361208,1.3132162,0.6613107,0.6196575,-1.175558,0.4973233,0.6977516,-0.583010,-0.028920,-0.594437,0.7901162,-0.219239,-0.688879,-0.418721,0.2572821,-0.013286,-0.742260,0.5689482,-0.979947,-0.596201,-0.473688,-0.461105,-1.205490,-0.554149,-0.223958,0.4524924,-0.467384,-0.696358,-1.047431,0.6505345,0.6439276,-0.440516,-0.496472,-0.338270,-0.678769,0.0181343,0.4939272,-0.335221,-0.577611,1.0878547,-0.158435,-0.085889,-0.186193,0.7862345,-0.220547,0.6434772,1.1342677,0.4850210,0.1257758,0.5728736,0.1287527,-0.717694,0.5121500,0.2182475,0.1250241,-0.756579,0.1248852,-0.297238,-0.190377,-0.498892,0.4740491,0.4362645,-0.352441,-0.323632,-0.007457,0.6535572,-0.507194,1.2590727,0.0878027,-0.168558,-0.727368,1.0572127,-0.511504,-0.082287,0.1806965,-0.054805,0.5505070,-0.201428,1.1572627,-0.867671,0.1764520,-0.667585,-0.267509,1.3443280,0.3463687,0.1086396,-0.064510,-0.735646,1.9640794,-1.279818,0.4504361,0.5790347,-0.022687,0.9753148,-0.085629,-0.467073,-1.371231,-1.150360,0.8574383,0.1811277
Gene511,-1.977300,1.2013428,-1.259982,1.1152309,0.1882156,-2.393719,-0.390930,-0.319052,-0.728089,-1.370167,0.2073819,0.1536798,0.5023923,1.3965923,0.9987651,-1.245956,1.6148843,-0.374303,2.5968916,2.0474576,0.7411318,-0.698285,1.5206593,1.0801663,0.5644545,0.3392375,-0.251611,0.3911261,1.8253455,1.0300810,-1.037530,1.8560243,-1.009306,-0.763153,0.0145789,0.5723878,0.7701526,-3.094745,-0.704882,0.6107033,-1.281069,0.6234373,2.6689551,0.4650799,-0.358439,0.5046640,-0.399134,0.7341739,-1.356840,0.0747391,0.9484001,0.0885942,-0.185058,-0.279720,1.7858182,0.1104130,0.3635943,-0.619397,0.4940993,-1.063539,-1.129068,-0.222218,0.3681470,-0.269645,-0.051850,-2.274969,1.4793543,-0.106688,3.1922533,-0.830096,1.2856594,0.5116381,-2.831802,-1.473703,-1.223918,-1.159156,-0.123551,-1.270955,-1.347070,-0.547147,-0.275983,0.3949450,-1.037383,0.1719367,-0.862263,0.3661053,-1.105905,-0.233984,1.4683376,0.4632547,-1.207643,0.5002201,-1.493275,-0.124939,-0.957379,0.6585043,0.9610551,-0.446141,1.5497158,0.1568154,-0.499350,-1.152512,0.8814025,0.0906076,-0.404302,0.4409278,1.6946953,-1.093375,0.0820725
Gene512,-0.560736,-0.642488,-0.535651,-0.352444,3.1374460,1.4024395,-1.876858,-0.578531,-0.320406,1.0308327,0.8954187,-0.626641,-0.277399,-0.285199,-0.398721,-1.763222,-0.621194,0.7292162,1.6672543,0.3877960,1.7948469,1.5654437,0.0216890,-0.480918,-1.518479,0.1911712,-0.883985,1.7796565,-0.264462,2.2167938,0.7320965,3.1575682,-0.777113,1.9795321,0.6327192,2.8537774,1.0837949,1.0576978,-0.919001,-1.468790,0.5144384,0.6392362,0.9288290,1.8157507,0.9093633,-1.888380,1.3728632,-1.029533,-1.436313,-1.115235,-1.400282,0.5935756,0.0575403,2.9586642,0.4972034,-0.575456,-0.267310,0.5473876,-0.861310,2.0569398,1.0620857,1.2970850,0.3019223,-0.242260,0.4739549,0.4043932,-0.745695,-1.217825,1.3460003,-1.317144,0.7643746,-0.299717,-0.739653,-1.739967,0.8646324,0.4311827,-2.634012,-0.343014,0.2678953,-1.489285,0.2218350,-0.769661,-0.078795,-2.575608,2.5008208,0.0130918,-0.334532,-0.603480,-1.567600,-1.681198,0.9127344,-0.449186,-0.582114,0.3345256,0.9831847,-0.577734,-2.642509,-0.437010,-0.533796,-0.238224,0.7909174,-1.064229,-2.004764,0.1605675,-1.623759,0.2288538,-0.930287,-1.314293,-0.065607
Gene513,-0.374431,-0.492219,0.1712568,0.0068524,-1.003488,-0.153018,0.2933189,-0.002066,-0.661320,0.6027329,0.2530733,-1.726864,-0.316584,0.7965101,-1.242306,0.1738857,-1.328387,-0.642205,0.5380345,-1.323454,-0.360701,-1.346044,-0.216403,0.1430741,0.1268671,-0.554418,1.5710987,-1.469715,-0.153145,0.1436837,2.0756446,-0.285881,-0.600026,1.6908371,-0.328233,-0.305100,-2.026329,1.1838838,-0.522500,1.0209931,-0.121083,0.2498186,-0.456916,0.4021368,0.4599730,1.0000224,0.4196855,0.1861926,-0.063137,0.5220465,0.9790753,-0.821864,-0.004387,3.5844627,0.0417231,1.1593144,0.7897217,-0.979256,-1.631446,-0.645328,-1.059323,-0.033482,-0.473538,0.3760587,-1.066703,0.7051739,-0.421822,-0.467489,2.3764877,0.7099526,-1.490945,-0.058167,0.7735211,-0.078851,0.1164131,0.0263928,0.1776104,0.1056461,0.3043099,-0.590320,1.1425884,-0.505700,-1.043026,-1.880341,1.3700391,-0.391306,-0.538118,-0.040132,-1.729875,-0.529094,1.2862688,-0.759675,0.2853689,1.4628965,0.3162942,-0.441640,-0.822211,1.6660045,0.4166752,0.3381357,0.9234405,0.2051971,1.0434207,1.0156770,-0.371659,-0.702025,-0.599575,0.6954437,-0.171638
Gene514,0.7110089,0.4509552,1.5681122,1.3490538,-1.986865,-1.372056,0.7095455,0.8747556,1.1067084,0.0423785,0.0768161,0.9717040,0.8171048,-1.420132,-0.203281,1.4146201,-0.913453,-1.010089,-3.273207,0.1930374,-3.107514,-0.785874,0.0737358,0.4632285,0.0740544,-0.869524,1.9258897,-2.680447,-1.530721,-2.159185,-1.068967,-2.481813,0.6733335,-0.720990,0.2260758,-0.664269,-0.570714,0.9181509,0.7441606,-0.123999,-0.746620,-0.772367,-1.934410,-1.566164,-0.657647,0.7783786,-0.783271,0.8213025,1.4446037,-0.765623,-0.202740,-0.938836,0.5804563,-2.111215,-0.594232,0.9963161,0.1753731,0.9779720,0.2409909,-1.662781,-2.036826,1.1985367,0.3748505,0.1969971,-0.040623,0.6607036,-0.269895,1.1608712,-1.600733,1.2306861,-0.601566,1.3642606,2.3070153,0.8467014,-0.335370,-1.008816,1.7711568,-0.057493,0.0193299,0.4683266,0.8708791,1.0207479,1.6504147,0.6729705,-0.481178,0.6560434,0.4014273,1.2493460,-0.038661,0.4128640,-1.437547,0.1017492,0.1167790,0.3987885,-0.863147,-0.679704,0.4731935,1.8668935,1.0365332,-0.980464,1.0411203,0.3804404,0.3458564,-1.693939,1.1259390,0.1349777,1.5526798,1.6427196,1.6533665
Gene515,-0.329395,0.8858929,0.2472450,0.5469830,1.5873733,0.1274769,0.4959355,-0.148505,0.7434923,1.1323794,0.3596965,0.1466863,0.5089532,1.1037352,-0.224788,-0.751142,-1.051210,-0.773155,1.3447874,0.4757602,0.2444728,0.1448216,-0.264218,-0.400686,-0.604882,-0.015542,-0.652147,0.4786974,0.3408671,-0.753501,-0.039569,-0.230274,0.2000033,1.2728848,-0.146885,-0.335453,-0.450439,1.4411376,-0.349843,0.7551694,-0.195892,0.0899129,-0.070856,-0.342508,0.9721982,-0.874834,-0.320944,-1.139994,-0.862488,-0.512979,-1.132022,-0.217290,0.9164495,1.8240253,0.3840990,-0.215036,-0.493348,-0.784955,-0.328297,0.6793904,0.3247807,0.4445156,0.8988947,-0.865829,0.3023811,0.9454793,-0.852811,-0.624936,2.9016102,0.1110608,0.5528268,-0.175025,1.1762548,-1.193371,0.9488686,-0.613674,-1.174785,0.7811114,-1.301011,0.0534945,-0.168158,0.8957460,-0.157725,-2.384653,0.9262393,0.4676883,0.4652505,-0.280073,-1.253995,-0.256332,0.4481013,0.2004910,0.5658202,-0.259926,-0.446542,-0.572881,-1.532137,0.3197368,-1.073346,0.2107526,0.3506257,-0.315429,-1.320776,-1.110593,0.0889398,-0.356622,-1.093219,-0.123481,0.6892385
Gene516,-0.137477,-0.364817,-0.284651,-0.753819,1.9893219,1.2219892,-0.248728,0.4020870,-0.379715,1.3817515,-1.438280,-0.094161,0.2692966,0.7895978,-3.298305,0.3950529,0.6354753,0.1953322,0.4365345,1.4735911,-0.178919,0.3043416,0.1408984,-0.694278,-0.450673,0.8769557,-0.036025,0.6904967,-0.079115,-0.149587,1.9954844,-0.670509,1.1112889,1.1744210,0.2587844,0.2179020,-0.731670,1.8258129,0.2120938,0.4278362,0.4342587,-0.166033,-1.516851,0.1401496,0.8991085,-1.407305,0.8411784,-1.116359,-0.426878,-0.588741,-0.066578,1.3073172,-0.085349,0.0014733,-1.540034,-0.015102,-0.659289,1.0273949,-0.471473,1.5128617,0.9570361,1.0030097,-0.209477,-0.081783,-0.940025,0.8926369,-1.599545,-0.841583,0.2902678,0.2385711,-2.278434,-0.884717,1.3079148,0.5424983,-0.325997,1.5999873,0.0182365,0.0136621,0.4489079,-0.764888,-0.975901,-0.510551,0.5079967,-1.039635,0.6730439,-0.596080,-0.807417,0.8639179,-0.135089,0.2905472,-0.412360,-0.818033,0.6794582,-0.520840,-0.830505,-0.438698,0.3089524,1.0062702,-0.987099,0.3094577,0.9608817,-0.913509,-1.265766,-1.367198,0.1542446,-0.374635,0.3286622,-0.004911,-0.010828
Gene517,-0.557851,-0.889551,-1.364549,-0.779940,0.9915325,1.0080427,0.1896102,-0.020931,-1.208250,-0.242863,0.5849235,0.7794961,0.4315488,0.6225721,0.3504231,0.7589586,1.1133543,0.5804814,0.4780860,-0.942380,-0.126641,-0.254140,0.0455756,0.5591476,-0.949998,-0.167379,0.1856298,2.2417409,1.8562525,0.7821658,-0.906222,0.8582584,-0.442687,-1.786856,0.1890224,0.5033163,0.5454454,0.8474938,-0.947929,0.3687071,-1.059485,-0.119185,-0.003826,-0.020044,1.2138774,-0.933770,-0.370473,0.4276570,-1.298356,-0.045379,-0.013345,-0.171853,1.4134406,1.5001714,-0.285689,-1.842491,-2.003571,-1.265260,0.3796057,0.8014387,0.8109117,-2.072487,0.1074255,0.7507015,-0.042572,-1.343001,0.8480435,-1.077771,-1.544599,0.6040753,-0.392895,-0.719295,-0.057688,-0.505272,0.4923384,0.2141172,0.1834726,-1.830286,-0.174208,0.6480608,0.1142586,-1.069938,-0.697299,1.9224500,1.3448222,-0.753373,-0.458408,-0.005089,0.3509074,0.0386499,1.5906899,0.8454879,-0.563989,-0.430295,-0.450452,-0.627232,-0.190718,-0.821559,1.0187378,1.0794458,-0.075830,-0.685660,1.6569253,0.6105201,-0.941685,0.1554373,0.8680029,-0.593148,0.2822077
Gene518,0.0373410,-2.121628,0.0174809,-1.739646,-0.665636,0.3974968,-0.506657,-0.430729,-1.216715,-0.521028,0.0904437,0.2204446,-0.814390,1.0369512,-0.199690,1.1105556,1.6994227,0.1309428,0.4946837,-0.763052,0.4704045,-0.585656,-0.876242,1.0355938,-1.008058,0.7089175,0.1007605,1.3977078,1.5027492,-0.823544,-0.457227,0.6522855,0.9524519,-0.514742,-0.115978,1.1367879,-0.325433,0.0126839,-0.250337,-1.796019,1.7493111,-0.921245,0.4856171,0.4438434,-0.298608,-1.008762,1.5907018,0.6393720,-0.141100,0.1470836,1.9434522,-0.219158,0.2223857,2.5052708,-1.901864,-1.076123,-0.754131,0.2566089,-1.718295,-0.104058,0.8520713,-1.174828,-1.113859,0.5194692,-0.144672,-2.212194,-0.548449,-0.585151,-0.652565,-0.369008,-1.338098,0.0817008,-0.826313,1.3772942,0.5705271,1.0697978,0.9146160,-0.514367,1.5992248,0.9378861,-0.045280,0.0291810,-1.838877,1.4527019,0.7700995,-1.510144,-0.482393,-1.953410,0.9494731,-0.773191,2.3298989,0.3071737,-0.550658,-0.356524,-0.947100,-0.411084,0.4458977,-0.473681,0.9316045,0.0415800,-0.503687,0.9496133,0.7718249,0.2783526,0.0573648,1.1738172,1.8677021,-0.433471,0.1661558
Gene519,-1.173731,0.8924904,1.0615495,0.9456630,-0.925542,-2.552184,-1.159979,0.2950476,2.3721516,-0.762947,0.0084772,2.2032337,-0.297056,-2.166505,0.3951399,1.2954508,0.3374737,-1.765146,2.2506848,1.7322663,1.0942452,-1.035452,1.1014183,0.1089061,1.5603814,0.0445410,-1.272613,-1.409513,-0.049507,0.5369090,1.7402716,-0.264079,-1.125536,2.1673924,1.2427471,-0.405015,-0.121242,-1.701879,0.3905933,0.4541885,-0.532056,0.6221041,0.2875192,0.7119247,-1.986282,0.6829207,2.0554917,-0.615074,2.0583848,0.1069779,0.3190701,0.6371535,-2.087525,-1.991813,-1.070469,0.8479303,-0.453910,0.1943299,-0.842368,-3.685478,-0.504032,1.5772642,-0.331260,-1.155834,0.0860247,0.4049058,-1.250507,-1.021350,1.3995230,-0.288137,-0.466574,1.0956340,1.1015530,1.0309464,-0.365576,-0.177839,2.1474248,0.7900853,0.7829138,-2.177982,-1.186914,-0.637519,1.1940265,-0.300835,-0.635988,1.5877838,-0.909009,1.1102353,0.1161804,0.6088180,-2.056604,0.0434225,-0.659610,0.9057590,-0.777596,-1.458902,0.5338144,3.2673068,-0.415663,-0.229284,1.4877911,-1.241947,-1.115355,-2.381475,-0.377128,-0.869954,-0.269074,1.7931788,-1.104749
Gene520,1.1633692,0.1278077,0.3734074,1.4747191,0.9708172,-0.094102,0.1363826,-0.167985,0.3166626,1.6874944,0.2702438,0.4029315,-0.108945,0.3463617,0.5838621,-0.579046,-1.862755,0.4496721,-1.464093,-0.156818,0.4146548,0.2679813,1.5824578,0.4142306,0.2908309,-0.803080,-0.605547,-0.009206,-1.010945,-0.488167,-0.867370,-0.349546,1.1227586,-1.454978,-0.156173,-2.412247,0.1940803,-0.458456,0.5312011,-0.453990,-1.474805,-0.014846,0.3264133,-0.143195,-0.133473,0.5265826,-0.900998,-1.892377,-0.109081,1.1104410,-1.382253,-0.302492,-0.420308,-1.422134,1.7567984,0.5479747,1.5193788,-1.140375,-0.116535,-0.214891,-0.712146,0.8306607,0.9040159,-0.477505,1.9870685,1.3974748,0.1574920,0.0846843,-0.359168,-0.244115,3.0441693,0.3049570,0.3347307,-0.434378,0.1312255,-0.919309,0.1219255,0.2012709,-0.500316,-0.756845,0.8092447,-2.114815,0.8267816,-0.695826,-0.197802,2.2565771,0.7512470,1.6128396,-1.004486,0.3078493,-0.483438,0.4436995,0.1352453,0.3102348,1.1317422,-0.135360,-1.052561,-0.555654,-0.272027,-1.811845,0.0252149,0.1003691,-0.668371,-0.748769,-0.133772,0.3649785,-0.322397,-0.306553,0.5934829
Gene521,-0.759054,-1.347989,-0.914679,-0.311713,3.4433868,1.9938643,-0.610691,-0.610910,-0.036653,-0.026442,0.8686232,-0.668323,-1.203444,0.7925827,-1.158042,-2.251538,0.3381681,0.2126578,4.5863919,0.8460580,2.7096700,0.1105184,-0.026645,-0.041653,-1.549209,1.5830919,-0.316703,3.9252725,2.7729613,2.5356966,1.3102126,3.2038314,-1.258988,1.4191707,0.8347445,2.3557750,2.1258158,-0.014271,0.7711086,-0.294458,1.2490985,0.1175321,1.3772226,1.6923719,0.8866670,-2.141602,1.3794190,-0.998201,-1.552236,-0.425759,-0.510839,0.6533021,0.3136075,4.8191565,0.1048731,-0.567207,-1.434674,-1.085421,-1.011828,0.7891552,0.4657741,0.4140870,-1.507970,0.8809481,-0.941087,-2.068295,-1.912949,-1.083266,0.6032771,-1.946003,-1.750334,-0.725099,-2.182439,-1.982588,0.6420910,0.8781740,-0.843938,-1.364735,-0.889962,-1.945108,0.7006383,-0.998063,-1.616715,-0.792377,1.9884184,-1.191930,-0.405792,-0.842334,-0.529307,-0.613328,2.8258357,-0.672952,-0.888836,-0.339868,-0.078501,-1.521269,-0.703909,-0.949810,0.8413102,1.2367952,-0.316237,-0.873503,0.0453833,-0.935147,-1.363991,0.4028775,-2.742515,-1.025140,-0.373119
Gene522,-1.121017,1.5050741,-1.306842,0.3800887,1.7170093,-0.159157,-0.962259,-0.392558,-0.737746,-0.685207,0.1343633,-0.813481,0.8145726,1.6272678,0.4211153,-0.294884,-1.002607,-0.594076,1.1429676,0.4699231,0.6859050,-0.513078,0.6490742,-0.779153,0.4819460,-0.628343,-0.729243,0.1088447,-0.216642,1.1566278,0.8203083,0.0542875,-0.291860,0.9734980,-1.077226,-0.215077,0.1256730,-0.426310,-1.094188,-0.003166,0.0719774,-0.979897,0.2490712,-0.045978,-0.719557,1.1836754,0.4101734,-0.490759,0.0520857,0.4858104,0.0351473,-0.065553,-0.636538,-0.127995,0.7155275,0.1478462,-1.210443,-1.276665,0.0086033,0.6000798,2.2711185,-1.216595,1.2549353,0.4040502,0.5826052,-0.351869,2.6149625,-1.052222,1.9126820,-0.293200,0.3527887,0.3675618,-1.632803,-0.730647,-1.420291,-0.398623,-0.610940,0.1786331,-1.166129,1.5406980,-1.033168,-1.009713,-0.460762,-0.022539,0.4296051,0.7149704,0.9049607,-0.172393,0.7422758,0.6427172,0.4930346,0.7750670,0.2124078,-0.488940,-0.405075,0.4849780,0.9288799,-1.012267,-1.541993,0.6241803,0.8234723,-1.247700,-1.003688,0.5534325,1.0982861,-1.109538,0.8954898,-0.602068,-0.451650
